Ms, S1, S2, S3, S4, S5, S6
5939,35,27,34,26,27
7242,35,27,34,26,27
8553,35,27,34,26,27
9776,36,27,34,26,27
10872,36,27,34,26,27
11975,35,27,34,26,27
13074,36,27,34,26,27
14174,38,27,34,26,27
15278,40,27,34,26,27
16376,42,27,34,26,27
17476,43,27,34,26,27
18579,44,27,34,26,27
19678,45,27,34,26,27
20776,46,27,34,26,27
21880,46,27,33,26,27
22978,47,27,33,26,27
24074,47,27,33,26,27
25178,48,27,33,26,27
26272,48,27,33,26,27
27368,48,27,33,26,27
28472,49,27,33,26,27
29566,49,27,33,26,27
30663,49,27,33,26,27
31770,49,27,33,26,26
32870,49,27,33,26,27
33980,50,27,32,26,26
35079,50,27,32,26,26
36175,50,27,32,26,26
37274,50,27,32,26,26
38373,50,27,32,26,26
39473,50,27,31,26,26
40571,50,27,31,26,26
41669,50,27,31,26,26
42766,50,27,31,26,26
43868,50,31,31,26,26
44968,50,34,31,26,26
46072,50,36,30,26,26
47178,49,37,30,26,26
48280,49,38,30,26,26
49381,49,40,30,26,26
50487,47,42,30,26,26
51592,41,43,30,26,26
52696,35,45,30,26,26
53804,30,45,29,26,26
54909,26,46,29,26,26
56012,24,47,29,26,26
57118,22,47,29,26,26
58225,20,48,29,26,26
59327,19,48,29,26,26
60427,18,48,29,26,26
61533,17,49,29,26,26
62637,16,49,28,26,26
63736,15,49,28,26,26
64838,15,49,28,28,26
65944,14,49,28,30,26
67051,13,50,28,33,26
68154,13,50,28,35,26
69264,12,50,28,38,26
70364,12,50,28,40,26
71470,11,50,28,43,26
72574,11,50,27,45,26
73676,10,50,27,48,26
74780,10,50,27,50,26
75885,9,50,27,53,26
76984,9,50,27,55,26
78089,9,51,27,58,26
79192,8,51,27,61,26
80289,8,51,27,63,26
81389,8,51,27,64,26
82491,7,51,27,66,26
83586,7,51,27,67,26
84692,7,50,26,70,26
85795,6,50,26,73,26
86897,6,49,26,76,26
88000,5,49,26,79,26
89105,5,48,26,82,26
90208,5,47,26,86,26
91315,4,46,26,89,26
92416,4,46,26,92,26
93517,4,45,26,93,26
94624,3,44,26,95,26
95725,3,44,26,96,26
96831,3,43,25,98,26
97932,3,43,25,99,26
99040,2,42,25,100,26
100136,2,42,25,100,26
101236,2,42,25,100,26
102339,2,42,25,99,26
103440,1,42,25,92,26
104545,1,43,25,83,26
105646,1,43,25,76,26
106743,1,43,25,70,26
107846,0,43,25,65,26
108952,0,43,25,62,26
110052,0,43,25,59,26
111160,0,43,24,56,26
112258,0,43,24,54,26
113357,0,43,24,52,26
114464,0,42,24,50,26
115563,0,42,24,48,26
116662,0,42,24,47,26
117764,-1,41,24,46,26
118855,-1,41,24,45,26
119957,-1,40,24,44,26
121060,-1,40,24,43,26
122153,-1,40,24,43,26
123255,-2,40,24,42,26
124355,-2,40,24,42,26
125454,-2,40,23,42,26
126550,-2,40,23,42,26
127650,-2,40,23,42,26
128754,-3,41,23,43,26
129849,-3,41,23,43,26
130949,-3,41,23,43,26
132049,-3,42,23,44,26
133144,-3,42,23,44,26
134257,-4,43,23,45,26
135357,-4,43,23,45,26
136461,-4,44,23,46,26
137562,-4,45,23,46,26
138662,-5,45,23,47,26
139763,-5,46,23,47,26
140868,-5,46,22,48,26
141967,-5,47,22,48,26
143071,-6,47,22,49,26
144171,-6,48,22,49,26
145271,-6,48,22,50,26
146373,-6,49,22,50,26
147477,-5,49,22,51,26
148577,-5,50,22,51,26
149679,-5,50,22,52,26
150780,-5,51,22,52,26
151876,-5,51,22,52,26
152981,-5,52,22,53,26
154080,-5,52,22,53,26
155183,-5,53,22,54,26
156284,-6,53,22,54,26
157381,-6,53,22,54,26
158490,-6,54,21,54,26
159589,-6,54,21,55,26
160687,-6,54,21,55,26
161788,-6,55,21,55,26
162887,-6,55,21,56,26
163988,-7,55,21,56,26
165089,-7,56,21,56,26
166183,-7,56,21,56,26
167284,-7,56,21,57,26
168381,-7,56,21,57,26
169479,-8,56,21,57,26
170579,-8,57,21,57,26
171676,-8,57,21,57,26
172771,-8,57,21,57,26
173872,-9,57,21,57,26
174972,-9,57,21,58,26
176067,-9,57,21,58,26
177169,-9,58,21,58,26
178275,-10,58,20,58,26
179372,-10,58,20,58,26
180472,-10,58,20,58,26
181572,-10,58,20,58,26
182677,-11,58,20,58,26
183779,-11,58,20,58,26
184875,-11,58,20,58,26
185971,-11,58,20,58,26
187072,-11,58,20,58,26
188172,-12,58,20,58,26
189270,-12,58,20,58,26
190379,-12,59,20,57,26
191474,-12,59,20,57,26
192574,-12,59,20,56,26
193680,-13,59,20,56,26
194780,-13,59,20,55,26
195876,-13,59,20,55,26
196978,-13,59,20,55,26
198078,-13,59,20,54,26
199179,-13,58,20,54,26
200295,-14,57,19,54,26
201394,-14,57,19,53,26
202493,-14,56,19,53,26
203593,-14,56,19,53,26
204692,-14,56,19,52,26
205793,-14,55,19,52,26
206899,-14,55,19,52,26
207996,-14,55,19,52,26
209101,-15,55,19,51,26
210203,-15,54,19,51,26
211298,-15,54,19,51,26
212396,-15,54,19,51,26
213500,-15,53,19,50,26
214599,-15,53,19,50,26
215696,-15,53,19,50,26
216796,-16,53,19,50,26
217899,-16,52,19,49,26
218996,-16,52,19,49,26
220094,-16,52,19,49,26
221194,-16,52,19,48,26
222291,-16,52,19,48,26
223392,-16,51,19,48,26
224494,-17,51,18,48,26
225595,-17,51,18,47,26
226692,-17,51,18,47,26
227789,-17,50,18,47,26
228882,-17,50,18,47,26
229979,-17,50,18,47,26
231076,-17,50,18,47,26
232175,-17,50,18,46,26
233280,-18,49,18,46,26
234381,-18,49,18,47,26
235480,-18,49,18,48,26
236581,-18,49,18,49,26
237686,-18,48,18,50,26
238786,-18,48,18,52,26
239889,-18,48,18,53,26
240991,-18,48,18,55,26
242091,-18,48,18,57,26
243195,-18,47,18,59,26
244300,-19,47,18,62,26
245399,-19,47,18,64,26
246500,-19,47,18,67,26
247601,-19,47,18,69,26
248702,-19,46,18,71,26
249802,-19,46,18,73,26
250904,-19,46,18,75,26
252004,-19,46,17,77,26
253112,-19,46,17,79,26
254210,-19,46,17,81,26
255311,-19,45,17,84,26
256420,-20,45,17,89,26
257520,-20,45,17,93,26
258620,-20,45,17,97,26
259726,-20,45,17,100,26
260828,-20,45,17,103,26
261929,-20,45,17,106,26
263040,-20,44,17,108,26
264140,-20,44,17,110,26
265245,-20,44,17,112,26
266349,-20,44,17,114,26
267448,-20,44,17,116,26
268549,-20,44,17,118,26
269652,-20,44,17,119,26
270759,-21,43,17,120,26
271860,-21,43,17,122,26
272965,-21,43,17,123,26
274065,-21,43,17,125,26
275166,-21,43,17,126,26
276274,-21,43,17,127,26
277369,-21,43,17,127,26
278467,-21,43,17,127,26
279568,-21,42,17,127,26
280663,-21,42,17,127,26
281760,-21,42,17,127,26
282858,-21,42,17,127,26
283959,-21,42,17,126,26
285065,-21,42,16,125,26
286168,-21,42,16,124,26
287275,-22,41,16,123,26
288377,-22,41,16,122,26
289480,-22,41,16,121,26
290581,-22,41,16,120,26
291684,-22,41,16,118,26
292786,-22,41,16,112,26
293886,-22,41,16,105,26
294988,-22,41,16,98,26
296090,-22,41,16,92,26
297194,-22,40,16,88,26
298301,-21,40,16,84,26
299411,-15,40,16,80,26
300517,-4,40,16,77,26
301617,4,40,16,75,26
302721,12,40,16,72,26
303824,18,40,16,71,26
304926,23,40,16,69,26
306036,27,39,16,68,26
307141,31,39,16,66,26
308244,34,39,16,65,26
309346,36,39,16,65,26
310452,39,39,16,64,26
311556,40,39,16,63,26
312658,42,39,16,63,26
313763,44,39,16,62,26
314862,45,39,16,62,26
315971,46,38,16,61,26
317072,47,38,16,61,26
318175,48,38,16,60,26
319277,49,38,16,60,26
320375,49,38,16,60,26
321476,50,38,16,60,26
322582,51,38,16,59,26
323684,51,38,16,59,26
324788,52,38,15,59,26
325889,52,38,15,59,26
326988,52,37,15,59,26
328091,53,37,15,58,26
329192,53,37,15,58,26
330292,53,37,15,58,26
331392,54,37,15,58,26
332492,54,37,15,58,26
333588,54,37,15,58,26
334684,54,37,15,58,26
335784,54,37,15,58,26
336883,54,37,15,57,26
337979,54,37,15,57,26
339084,55,37,15,57,26
340176,55,36,15,57,26
341267,55,36,15,57,26
342368,55,36,15,57,26
343463,55,36,15,57,26
344560,55,36,15,57,26
345661,55,36,15,57,26
346757,55,36,15,57,26
347859,55,36,15,57,26
348958,55,36,15,57,26
350054,55,36,15,57,26
351153,55,36,15,57,26
352254,56,36,15,57,26
353353,56,35,15,57,26
354452,56,35,15,57,26
355551,56,35,15,57,26
356646,56,35,15,57,26
357745,56,35,15,57,26
358851,55,35,15,56,26
